"item_id","flow","step","title","schedule","status","source_url"
"bundle-opic-plan-2w-w2-토","오픽 모의고사 2주 플랜","2주차 · 6~10회","6~10회 답변 총복습","{""type"":""relative_weekday"",""week"":2,""weekday"":""토""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w1-월","오픽 모의고사 1달 플랜","1주차 · 1~2회","1회 실전처럼 풀기","{""type"":""relative_weekday"",""week"":1,""weekday"":""월""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w1-화","오픽 모의고사 1달 플랜","1주차 · 1~2회","1회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":1,""weekday"":""화""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w1-수","오픽 모의고사 1달 플랜","1주차 · 1~2회","1회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":1,""weekday"":""수""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w1-목","오픽 모의고사 1달 플랜","1주차 · 1~2회","2회 실전처럼 풀기","{""type"":""relative_weekday"",""week"":1,""weekday"":""목""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w1-금","오픽 모의고사 1달 플랜","1주차 · 1~2회","2회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":1,""weekday"":""금""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w1-토","오픽 모의고사 1달 플랜","1주차 · 1~2회","2회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":1,""weekday"":""토""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w2-월","오픽 모의고사 1달 플랜","2주차 · 3~4회","3회 실전처럼 풀기","{""type"":""relative_weekday"",""week"":2,""weekday"":""월""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w2-화","오픽 모의고사 1달 플랜","2주차 · 3~4회","3회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":2,""weekday"":""화""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w2-수","오픽 모의고사 1달 플랜","2주차 · 3~4회","3회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":2,""weekday"":""수""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w2-목","오픽 모의고사 1달 플랜","2주차 · 3~4회","4회 실전처럼 풀기","{""type"":""relative_weekday"",""week"":2,""weekday"":""목""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w2-금","오픽 모의고사 1달 플랜","2주차 · 3~4회","4회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":2,""weekday"":""금""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w2-토","오픽 모의고사 1달 플랜","2주차 · 3~4회","4회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":2,""weekday"":""토""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w3-월","오픽 모의고사 1달 플랜","3주차 · 5~6회","5회 실전처럼 풀기","{""type"":""relative_weekday"",""week"":3,""weekday"":""월""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w3-화","오픽 모의고사 1달 플랜","3주차 · 5~6회","5회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":3,""weekday"":""화""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w3-수","오픽 모의고사 1달 플랜","3주차 · 5~6회","5회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":3,""weekday"":""수""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w3-목","오픽 모의고사 1달 플랜","3주차 · 5~6회","6회 실전처럼 풀기","{""type"":""relative_weekday"",""week"":3,""weekday"":""목""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w3-금","오픽 모의고사 1달 플랜","3주차 · 5~6회","6회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":3,""weekday"":""금""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w3-토","오픽 모의고사 1달 플랜","3주차 · 5~6회","6회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":3,""weekday"":""토""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w4-월","오픽 모의고사 1달 플랜","4주차 · 7~8회","7회 실전처럼 풀기","{""type"":""relative_weekday"",""week"":4,""weekday"":""월""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w4-화","오픽 모의고사 1달 플랜","4주차 · 7~8회","7회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":4,""weekday"":""화""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w4-수","오픽 모의고사 1달 플랜","4주차 · 7~8회","7회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":4,""weekday"":""수""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w4-목","오픽 모의고사 1달 플랜","4주차 · 7~8회","8회 실전처럼 풀기","{""type"":""relative_weekday"",""week"":4,""weekday"":""목""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w4-금","오픽 모의고사 1달 플랜","4주차 · 7~8회","8회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":4,""weekday"":""금""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w4-토","오픽 모의고사 1달 플랜","4주차 · 7~8회","8회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":4,""weekday"":""토""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w5-월","오픽 모의고사 1달 플랜","5주차 · 9~10회","9회 실전처럼 풀기","{""type"":""relative_weekday"",""week"":5,""weekday"":""월""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w5-화","오픽 모의고사 1달 플랜","5주차 · 9~10회","9회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":5,""weekday"":""화""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w5-수","오픽 모의고사 1달 플랜","5주차 · 9~10회","9회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":5,""weekday"":""수""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w5-목","오픽 모의고사 1달 플랜","5주차 · 9~10회","10회 실전처럼 풀기","{""type"":""relative_weekday"",""week"":5,""weekday"":""목""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w5-금","오픽 모의고사 1달 플랜","5주차 · 9~10회","10회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":5,""weekday"":""금""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
"bundle-opic-plan-1m-w5-토","오픽 모의고사 1달 플랜","5주차 · 9~10회","10회 녹음 듣고 보완하기","{""type"":""relative_weekday"",""week"":5,""weekday"":""토""}","not_started","https://mansour.tistory.com/entry/%EC%98%A4%ED%94%BD-%EB%AA%A8%EC%9D%98%EA%B3%A0%EC%82%AC-%EA%B3%B5%EB%B6%80-%EB%B0%A9%EB%B2%95"
